Number,Reference ID,Tube Diameter (m),Heated Length (m),Pressure (kPa),Mass Flux (kg/m^2/s),Outlet Quality,Inlet Subcooling (kJ/kg),Inlet Temperature (degreeC ),CHF (kW/m^2),Reference name
854,7,0.0152,1.627,5011.0,2180.0,0.343,-183.542,264.08,1924.0,Alessandrini et al 1953
855,7,0.0152,1.627,5021.0,2100.0,0.34,-119.579,264.2,2145.0,Alessandrini et al 1953
856,7,0.0152,1.627,5031.0,2070.0,0.326,-90.056,264.32,2153.0,Alessandrini et al 1953
857,7,0.0152,1.627,5090.0,2140.0,0.252,88.194,247.17,2503.0,Alessandrini et al 1953
858,7,0.0152,1.627,5050.0,2150.0,0.256,78.528,248.66,2515.0,Alessandrini et al 1953
859,7,0.0152,1.627,5050.0,2190.0,0.147,299.386,201.05,2776.0,Alessandrini et al 1953
860,7,0.0152,1.627,5050.0,2190.0,0.149,292.842,202.51,2768.0,Alessandrini et al 1953
861,7,0.0152,1.627,5060.0,2170.0,0.187,215.859,219.61,2652.0,Alessandrini et al 1953
862,7,0.0152,1.627,5060.0,2180.0,0.176,233.847,215.68,2670.0,Alessandrini et al 1953
863,7,0.0152,1.627,5021.0,3030.0,0.643,-1015.606,264.2,255.0,Alessandrini et al 1953
864,7,0.0152,1.627,5021.0,3010.0,0.553,-840.332,264.2,439.0,Alessandrini et al 1953
865,7,0.0152,1.627,5011.0,2960.0,0.555,-843.966,264.08,432.0,Alessandrini et al 1953
866,7,0.0152,1.627,4992.0,2890.0,0.462,-641.303,263.84,756.0,Alessandrini et al 1953
867,7,0.0152,1.627,5099.0,2910.0,0.457,-635.053,265.17,746.0,Alessandrini et al 1953
868,7,0.0152,1.627,5001.0,2870.0,0.354,-385.274,263.96,1360.0,Alessandrini et al 1953
869,7,0.0152,1.627,5011.0,2870.0,0.355,-363.807,264.08,1429.0,Alessandrini et al 1953
870,7,0.0152,1.627,5021.0,2790.0,0.333,-265.368,264.2,1802.0,Alessandrini et al 1953
871,7,0.0152,1.627,5031.0,2770.0,0.333,-268.53,264.32,1769.0,Alessandrini et al 1953
872,7,0.0152,1.627,4982.0,2960.0,0.307,-224.798,263.71,1887.0,Alessandrini et al 1953
873,7,0.0152,1.627,4992.0,2870.0,0.315,-250.945,263.84,1805.0,Alessandrini et al 1953
874,7,0.0152,1.627,5011.0,2950.0,0.245,-72.106,264.08,2252.0,Alessandrini et al 1953
875,7,0.0152,1.627,5031.0,2860.0,0.264,-83.506,264.32,2303.0,Alessandrini et al 1953
876,7,0.0152,1.627,4992.0,3770.0,0.416,-587.178,263.84,801.0,Alessandrini et al 1953
877,7,0.0152,1.627,5011.0,3630.0,0.352,-426.08,264.08,1222.0,Alessandrini et al 1953
878,7,0.0152,1.627,5001.0,3630.0,0.287,-234.443,263.96,1971.0,Alessandrini et al 1953
879,7,0.0152,1.627,5001.0,3630.0,0.288,-229.525,263.96,2006.0,Alessandrini et al 1953
880,7,0.0152,1.627,4992.0,3730.0,0.269,-198.46,263.84,2075.0,Alessandrini et al 1953
881,7,0.0152,1.627,4992.0,3630.0,0.274,-213.221,263.84,2019.0,Alessandrini et al 1953
882,7,0.0152,1.627,4972.0,3690.0,0.234,-106.701,263.59,2343.0,Alessandrini et al 1953
883,7,0.0152,1.627,4982.0,3650.0,0.242,-119.783,263.71,2310.0,Alessandrini et al 1953
884,7,0.0152,1.627,5099.0,3820.0,0.077,177.945,228.34,2699.0,Alessandrini et al 1953
885,7,0.0152,1.627,5090.0,3950.0,0.064,192.72,225.02,2730.0,Alessandrini et al 1953
886,7,0.0152,1.627,5011.0,3790.0,0.118,88.494,246.09,2535.0,Alessandrini et al 1953
887,7,0.0152,1.627,5011.0,3790.0,0.122,86.855,246.43,2513.0,Alessandrini et al 1953
888,7,0.0152,1.627,5041.0,3830.0,0.021,328.974,194.29,3254.0,Alessandrini et al 1953
889,7,0.0152,1.627,5041.0,3830.0,0.02,328.974,194.29,3249.0,Alessandrini et al 1953
890,7,0.0152,1.627,4982.0,2160.0,0.614,-940.212,263.71,324.0,Alessandrini et al 1953
891,7,0.0152,1.627,5001.0,2160.0,0.543,-785.304,263.96,509.0,Alessandrini et al 1953
892,7,0.0152,1.627,5001.0,2110.0,0.55,-795.141,263.96,501.0,Alessandrini et al 1953
893,7,0.0152,1.627,5001.0,2150.0,0.474,-608.242,263.96,819.0,Alessandrini et al 1953
894,7,0.0152,1.627,4992.0,2120.0,0.419,-401.84,263.84,1390.0,Alessandrini et al 1953
895,7,0.0152,1.627,5021.0,2210.0,0.419,-463.575,264.2,1144.0,Alessandrini et al 1953
896,7,0.0152,1.627,5041.0,2170.0,0.365,-242.229,264.45,1796.0,Alessandrini et al 1953
897,7,0.0152,1.627,5021.0,2100.0,0.375,-257.178,264.2,1740.0,Alessandrini et al 1953
898,7,0.0152,1.627,5011.0,2110.0,0.338,-149.128,264.08,1992.0,Alessandrini et al 1953
899,7,0.0152,1.627,5001.0,2110.0,0.337,-149.191,263.96,1976.0,Alessandrini et al 1953
900,7,0.0152,1.627,5001.0,2190.0,0.34,-173.783,263.96,1969.0,Alessandrini et al 1953
901,8,0.00394,3.12,3589.0,815.0,0.952,818.0,56.31,638.0,Becker 1965 AE-177 Table 1.1
902,8,0.00394,3.12,3374.0,830.0,0.931,802.0,56.11,640.0,Becker 1965 AE-177 Table 1.1
903,8,0.00394,3.12,3226.0,830.0,0.935,787.0,56.83,641.0,Becker 1965 AE-177 Table 1.1
904,8,0.00394,3.12,2687.0,844.0,0.926,746.0,55.34,648.0,Becker 1965 AE-177 Table 1.1
905,8,0.00394,3.12,2687.0,852.0,0.915,743.0,56.06,648.0,Becker 1965 AE-177 Table 1.1
906,8,0.00394,3.12,2462.0,861.0,0.907,720.0,56.39,650.0,Becker 1965 AE-177 Table 1.1
907,8,0.00394,3.12,2246.0,896.0,0.859,687.0,58.99,647.0,Becker 1965 AE-177 Table 1.1
908,8,0.00394,3.12,2030.0,918.0,0.837,663.0,59.06,649.0,Becker 1965 AE-177 Table 1.1
909,8,0.00394,3.12,1853.0,956.0,0.801,632.0,61.51,651.0,Becker 1965 AE-177 Table 1.1
910,8,0.00394,3.12,1677.0,986.0,0.773,608.0,61.95,652.0,Becker 1965 AE-177 Table 1.1
911,8,0.00394,3.12,1451.0,1025.0,0.741,576.0,62.18,654.0,Becker 1965 AE-177 Table 1.1
912,8,0.00394,3.12,1304.0,1081.0,0.696,549.0,63.34,655.0,Becker 1965 AE-177 Table 1.1
913,8,0.00394,3.12,1255.0,1092.0,0.688,537.0,64.34,654.0,Becker 1965 AE-177 Table 1.1
914,8,0.00394,3.12,1079.0,1182.0,0.633,488.0,68.88,655.0,Becker 1965 AE-177 Table 1.1
915,8,0.00394,3.12,922.0,1271.0,0.574,475.0,64.82,657.0,Becker 1965 AE-177 Table 1.1
916,8,0.00394,3.12,794.0,1320.0,0.555,442.0,66.13,658.0,Becker 1965 AE-177 Table 1.1
917,8,0.00394,3.12,3687.0,824.0,0.934,815.0,58.81,634.0,Becker 1965 AE-177 Table 1.1
918,8,0.00394,3.12,3119.0,842.0,0.922,767.0,59.48,641.0,Becker 1965 AE-177 Table 1.1
919,8,0.00394,3.12,2687.0,846.0,0.922,736.0,57.74,645.0,Becker 1965 AE-177 Table 1.1
920,8,0.00394,3.12,2412.0,866.0,0.9,709.0,57.82,648.0,Becker 1965 AE-177 Table 1.1
921,8,0.00394,3.12,2246.0,877.0,0.889,688.0,58.75,649.0,Becker 1965 AE-177 Table 1.1
922,8,0.00394,3.12,1961.0,914.0,0.846,662.0,57.4,653.0,Becker 1965 AE-177 Table 1.1
923,8,0.00394,3.12,1775.0,955.0,0.803,633.0,58.97,654.0,Becker 1965 AE-177 Table 1.1
924,8,0.00394,3.12,1599.0,980.0,0.781,611.0,58.76,656.0,Becker 1965 AE-177 Table 1.1
925,8,0.00394,3.12,1412.0,1020.0,0.75,581.0,59.62,659.0,Becker 1965 AE-177 Table 1.1
926,8,0.00394,3.12,1177.0,1094.0,0.988,-50.0,187.08,661.0,Becker 1965 AE-177 Table 1.1
927,8,0.00394,3.12,951.0,1177.0,0.634,497.0,60.95,661.0,Becker 1965 AE-177 Table 1.1
928,8,0.00394,3.12,873.0,1232.0,0.6,481.0,60.95,662.0,Becker 1965 AE-177 Table 1.1
929,8,0.00394,3.12,2027.0,526.0,0.982,657.0,60.42,416.0,Becker 1965 AE-177 Table 1.1
930,8,0.00394,3.12,1482.0,525.0,0.998,589.0,60.14,420.0,Becker 1965 AE-177 Table 1.1
931,8,0.00394,3.12,1393.0,537.0,0.972,568.0,62.05,419.0,Becker 1965 AE-177 Table 1.1
932,8,0.00394,3.12,1245.0,541.0,0.967,547.0,61.57,420.0,Becker 1965 AE-177 Table 1.1
933,8,0.00394,3.12,1108.0,553.0,0.94,535.0,58.89,421.0,Becker 1965 AE-177 Table 1.1
934,8,0.00394,3.12,853.0,568.0,0.917,486.0,58.74,422.0,Becker 1965 AE-177 Table 1.1
935,8,0.00394,3.12,745.0,573.0,0.914,455.0,60.3,422.0,Becker 1965 AE-177 Table 1.1
936,8,0.00394,3.12,696.0,573.0,0.918,443.0,60.3,423.0,Becker 1965 AE-177 Table 1.1
937,8,0.00394,3.12,588.0,620.0,0.844,410.0,61.27,425.0,Becker 1965 AE-177 Table 1.1
938,8,0.00394,3.12,520.0,636.0,0.823,391.0,60.93,426.0,Becker 1965 AE-177 Table 1.1
939,8,0.00394,3.12,451.0,676.0,0.77,364.0,61.9,426.0,Becker 1965 AE-177 Table 1.1
940,8,0.00394,3.12,451.0,676.0,0.77,364.0,61.9,426.0,Becker 1965 AE-177 Table 1.1
941,8,0.00394,3.12,3472.0,504.0,0.986,854.0,45.51,411.0,Becker 1965 AE-177 Table 1.1
942,8,0.00394,3.12,3275.0,518.0,0.962,816.0,50.84,412.0,Becker 1965 AE-177 Table 1.1
943,8,0.00394,3.12,2922.0,518.0,0.971,784.0,51.35,414.0,Becker 1965 AE-177 Table 1.1
944,8,0.00394,3.12,2481.0,514.0,0.992,744.0,51.09,417.0,Becker 1965 AE-177 Table 1.1
945,8,0.00394,3.12,2236.0,522.0,0.977,716.0,51.79,418.0,Becker 1965 AE-177 Table 1.1
946,8,0.00394,3.12,2138.0,522.0,0.98,706.0,51.66,419.0,Becker 1965 AE-177 Table 1.1
947,8,0.00394,3.12,1922.0,522.0,0.985,681.0,51.76,420.0,Becker 1965 AE-177 Table 1.1
948,8,0.00394,3.12,1540.0,526.0,0.983,640.0,49.89,423.0,Becker 1965 AE-177 Table 1.1
949,8,0.00394,3.12,1393.0,538.0,0.969,610.0,52.01,426.0,Becker 1965 AE-177 Table 1.1
950,8,0.00394,3.12,1098.0,554.0,0.943,562.0,52.01,428.0,Becker 1965 AE-177 Table 1.1
951,8,0.00394,3.12,981.0,546.0,0.966,536.0,53.03,428.0,Becker 1965 AE-177 Table 1.1
952,8,0.00394,3.12,853.0,571.0,0.918,510.0,53.0,429.0,Becker 1965 AE-177 Table 1.1
953,8,0.00394,3.12,736.0,592.0,0.881,482.0,53.33,429.0,Becker 1965 AE-177 Table 1.1
954,8,0.00394,2.08,3658.0,900.0,0.842,844.0,51.34,984.0,Becker 1965 AE-177 Table 1.1
955,8,0.00394,2.08,3256.0,915.0,0.829,818.0,49.99,991.0,Becker 1965 AE-177 Table 1.1
956,8,0.00394,2.08,2805.0,942.0,0.806,775.0,51.0,997.0,Becker 1965 AE-177 Table 1.1
957,8,0.00394,2.08,2452.0,964.0,0.796,746.0,49.92,1010.0,Becker 1965 AE-177 Table 1.1
958,8,0.00394,2.08,2216.0,997.0,0.764,719.0,50.57,1013.0,Becker 1965 AE-177 Table 1.1
959,8,0.00394,2.08,2108.0,1025.0,0.739,703.0,51.58,1015.0,Becker 1965 AE-177 Table 1.1
960,8,0.00394,2.08,1991.0,1040.0,0.73,686.0,52.49,1017.0,Becker 1965 AE-177 Table 1.1
961,8,0.00394,2.08,1883.0,1075.0,0.703,663.0,54.96,1018.0,Becker 1965 AE-177 Table 1.1
962,8,0.00394,2.08,1765.0,1096.0,0.688,648.0,55.08,1020.0,Becker 1965 AE-177 Table 1.1
963,8,0.00394,2.08,1667.0,1147.0,0.649,631.0,56.14,1021.0,Becker 1965 AE-177 Table 1.1
964,8,0.00394,2.08,1481.0,1219.0,0.603,598.0,57.95,1023.0,Becker 1965 AE-177 Table 1.1
965,8,0.00394,2.08,1314.0,1258.0,0.588,573.0,57.97,1031.0,Becker 1965 AE-177 Table 1.1
966,8,0.00394,2.08,1157.0,1324.0,0.555,543.0,59.02,1033.0,Becker 1965 AE-177 Table 1.1
967,8,0.00394,2.08,932.0,1414.0,0.423,634.0,27.26,998.0,Becker 1965 AE-177 Table 1.1
968,8,0.00394,2.08,3560.0,922.0,0.85,797.0,60.8,996.0,Becker 1965 AE-177 Table 1.1
969,8,0.00394,2.08,3275.0,942.0,0.827,781.0,59.22,1001.0,Becker 1965 AE-177 Table 1.1
970,8,0.00394,2.08,2854.0,952.0,0.825,745.0,59.24,1008.0,Becker 1965 AE-177 Table 1.1
971,8,0.00394,2.08,2481.0,1000.0,0.779,708.0,59.71,1014.0,Becker 1965 AE-177 Table 1.1
972,8,0.00394,2.08,2138.0,1054.0,0.731,672.0,59.79,1019.0,Becker 1965 AE-177 Table 1.1
973,8,0.00394,2.08,1942.0,1090.0,0.704,647.0,60.46,1022.0,Becker 1965 AE-177 Table 1.1
974,8,0.00394,2.08,1706.0,1152.0,0.657,617.0,60.7,1025.0,Becker 1965 AE-177 Table 1.1
975,8,0.00394,2.08,1510.0,1213.0,0.615,592.0,60.37,1027.0,Becker 1965 AE-177 Table 1.1
976,8,0.00394,2.08,1314.0,1280.0,0.578,562.0,60.61,1030.0,Becker 1965 AE-177 Table 1.1
977,8,0.00394,2.08,1167.0,1325.0,0.558,535.0,61.34,1032.0,Becker 1965 AE-177 Table 1.1
978,8,0.00394,2.08,3432.0,666.0,0.892,792.0,59.61,744.0,Becker 1965 AE-177 Table 1.1
979,8,0.00394,2.08,3187.0,659.0,0.812,954.0,16.04,748.0,Becker 1965 AE-177 Table 1.1
980,8,0.00394,2.08,3040.0,666.0,0.902,766.0,58.11,751.0,Becker 1965 AE-177 Table 1.1
981,8,0.00394,2.08,2569.0,675.0,0.907,723.0,58.17,762.0,Becker 1965 AE-177 Table 1.1
982,8,0.00394,2.08,2089.0,701.0,0.877,674.0,58.02,771.0,Becker 1965 AE-177 Table 1.1
983,8,0.00394,2.08,1873.0,714.0,0.864,649.0,58.02,775.0,Becker 1965 AE-177 Table 1.1
984,8,0.00394,2.08,1863.0,714.0,0.852,650.0,57.49,768.0,Becker 1965 AE-177 Table 1.1
985,8,0.00394,2.08,1530.0,737.0,0.831,602.0,58.65,773.0,Becker 1965 AE-177 Table 1.1
986,8,0.00394,2.08,1363.0,760.0,0.805,577.0,58.82,776.0,Becker 1965 AE-177 Table 1.1
987,8,0.00394,2.08,1255.0,783.0,0.777,566.0,57.41,779.0,Becker 1965 AE-177 Table 1.1
988,8,0.00394,2.08,1059.0,785.0,0.785,530.0,57.98,782.0,Becker 1965 AE-177 Table 1.1
989,8,0.00394,2.08,941.0,882.0,0.678,504.0,58.8,783.0,Becker 1965 AE-177 Table 1.1
990,8,0.00394,2.08,804.0,943.0,0.624,474.0,59.03,782.0,Becker 1965 AE-177 Table 1.1
991,8,0.00394,2.08,657.0,1001.0,0.587,436.0,59.57,783.0,Becker 1965 AE-177 Table 1.1
992,8,0.00394,2.08,569.0,1036.0,0.568,409.0,60.19,784.0,Becker 1965 AE-177 Table 1.1
993,8,0.00394,2.08,3589.0,663.0,0.889,809.0,58.46,741.0,Becker 1965 AE-177 Table 1.1
994,8,0.00394,2.08,3315.0,663.0,0.902,786.0,58.8,747.0,Becker 1965 AE-177 Table 1.1
995,8,0.00394,2.08,2726.0,678.0,0.896,738.0,58.13,760.0,Becker 1965 AE-177 Table 1.1
996,8,0.00394,2.08,1981.0,701.0,0.886,663.0,57.72,776.0,Becker 1965 AE-177 Table 1.1
997,8,0.00394,2.08,1706.0,719.0,0.868,627.0,58.31,781.0,Becker 1965 AE-177 Table 1.1
998,8,0.00394,2.08,1422.0,748.0,0.819,587.0,58.54,775.0,Becker 1965 AE-177 Table 1.1
999,8,0.00394,2.08,1245.0,782.0,0.777,564.0,57.5,778.0,Becker 1965 AE-177 Table 1.1
1000,8,0.00394,2.08,1000.0,848.0,0.709,517.0,58.45,781.0,Becker 1965 AE-177 Table 1.1
1001,8,0.00394,2.08,873.0,882.0,0.679,493.0,58.09,783.0,Becker 1965 AE-177 Table 1.1
1002,8,0.00394,2.08,3579.0,1479.0,0.676,846.0,49.42,1418.0,Becker 1965 AE-177 Table 1.1
1003,8,0.00394,2.08,3442.0,1493.0,0.669,835.0,49.5,1421.0,Becker 1965 AE-177 Table 1.1
1004,8,0.00394,2.08,3011.0,1563.0,0.634,797.0,50.09,1431.0,Becker 1965 AE-177 Table 1.1
1005,8,0.00394,2.08,2834.0,1569.0,0.625,783.0,49.71,1421.0,Becker 1965 AE-177 Table 1.1
1006,8,0.00394,2.08,2697.0,1611.0,0.607,764.0,51.26,1425.0,Becker 1965 AE-177 Table 1.1
1007,8,0.00394,2.08,2550.0,1642.0,0.594,747.0,51.99,1428.0,Becker 1965 AE-177 Table 1.1
1008,8,0.00394,2.08,2354.0,1681.0,0.578,728.0,51.86,1432.0,Becker 1965 AE-177 Table 1.1
1009,8,0.00394,2.08,2295.0,1765.0,0.534,722.0,51.84,1433.0,Becker 1965 AE-177 Table 1.1
1010,8,0.00394,2.08,2010.0,1894.0,0.486,686.0,53.01,1438.0,Becker 1965 AE-177 Table 1.1
1011,8,0.00394,2.08,3501.0,1540.0,0.651,816.0,55.16,1426.0,Becker 1965 AE-177 Table 1.1
1012,8,0.00394,2.08,2834.0,1653.0,0.598,760.0,55.22,1441.0,Becker 1965 AE-177 Table 1.1
1013,8,0.00394,2.08,2805.0,1653.0,0.598,764.0,53.63,1445.0,Becker 1965 AE-177 Table 1.1
1014,8,0.00394,2.08,2432.0,1729.0,0.568,729.0,53.52,1454.0,Becker 1965 AE-177 Table 1.1
1015,8,0.00394,2.08,2177.0,1844.0,0.526,682.0,58.42,1455.0,Becker 1965 AE-177 Table 1.1
1016,8,0.00394,2.08,2020.0,1909.0,0.493,683.0,54.01,1458.0,Becker 1965 AE-177 Table 1.1
1017,8,0.00394,1.04,3658.0,861.0,0.772,814.0,58.52,1758.0,Becker 1965 AE-177 Table 1.1
1018,8,0.00394,1.04,3138.0,871.0,0.773,773.0,58.43,1774.0,Becker 1965 AE-177 Table 1.1
1019,8,0.00394,1.04,2736.0,892.0,0.766,719.0,62.89,1783.0,Becker 1965 AE-177 Table 1.1
1020,8,0.00394,1.04,2422.0,918.0,0.734,706.0,58.78,1791.0,Becker 1965 AE-177 Table 1.1
1021,8,0.00394,1.04,2236.0,929.0,0.716,687.0,58.73,1779.0,Becker 1965 AE-177 Table 1.1
1022,8,0.00394,1.04,2059.0,956.0,0.69,671.0,57.93,1784.0,Becker 1965 AE-177 Table 1.1
1023,8,0.00394,1.04,1912.0,1042.0,0.612,651.0,58.66,1788.0,Becker 1965 AE-177 Table 1.1
1024,8,0.00394,1.04,1677.0,1042.0,0.624,622.0,58.6,1799.0,Becker 1965 AE-177 Table 1.1
1025,8,0.00394,1.04,1383.0,1128.0,0.568,580.0,58.83,1808.0,Becker 1965 AE-177 Table 1.1
1026,8,0.00394,1.04,1324.0,1128.0,0.571,569.0,59.3,1808.0,Becker 1965 AE-177 Table 1.1
1027,8,0.00394,1.04,1206.0,1157.0,0.56,542.0,61.23,1811.0,Becker 1965 AE-177 Table 1.1
1028,8,0.00394,1.04,3472.0,861.0,0.758,794.0,59.88,1731.0,Becker 1965 AE-177 Table 1.1
1029,8,0.00394,1.04,2942.0,874.0,0.754,750.0,59.91,1744.0,Becker 1965 AE-177 Table 1.1
1030,8,0.00394,1.04,2579.0,896.0,0.736,717.0,59.84,1752.0,Becker 1965 AE-177 Table 1.1
1031,8,0.00394,1.04,2138.0,939.0,0.705,670.0,60.27,1771.0,Becker 1965 AE-177 Table 1.1
1032,8,0.00394,1.04,1893.0,988.0,0.662,643.0,60.03,1778.0,Becker 1965 AE-177 Table 1.1
1033,8,0.00394,1.04,1677.0,1021.0,0.634,614.0,60.52,1774.0,Becker 1965 AE-177 Table 1.1
1034,8,0.00394,1.04,1442.0,1046.0,0.622,582.0,60.43,1780.0,Becker 1965 AE-177 Table 1.1
1035,8,0.00394,1.04,1324.0,1107.0,0.58,561.0,61.22,1783.0,Becker 1965 AE-177 Table 1.1
1036,8,0.00394,1.04,1265.0,1127.0,0.568,550.0,61.62,1784.0,Becker 1965 AE-177 Table 1.1
1037,8,0.00394,1.04,3766.0,684.0,0.836,885.0,43.45,1510.0,Becker 1965 AE-177 Table 1.1
1038,8,0.00394,1.04,3413.0,706.0,0.808,855.0,44.16,1522.0,Becker 1965 AE-177 Table 1.1
1039,8,0.00394,1.04,3148.0,713.0,0.805,833.0,44.26,1530.0,Becker 1965 AE-177 Table 1.1
1040,8,0.00394,1.04,2785.0,718.0,0.809,805.0,43.38,1544.0,Becker 1965 AE-177 Table 1.1
1041,8,0.00394,1.04,2462.0,732.0,0.795,770.0,44.41,1549.0,Becker 1965 AE-177 Table 1.1
1042,8,0.00394,1.04,2256.0,755.0,0.77,743.0,45.83,1556.0,Becker 1965 AE-177 Table 1.1
1043,8,0.00394,1.04,2050.0,767.0,0.761,719.0,46.2,1564.0,Becker 1965 AE-177 Table 1.1
1044,8,0.00394,1.04,1824.0,775.0,0.76,692.0,46.3,1572.0,Becker 1965 AE-177 Table 1.1
1045,8,0.00394,1.04,1579.0,805.0,0.725,656.0,47.34,1570.0,Becker 1965 AE-177 Table 1.1
1046,8,0.00394,1.04,1471.0,827.0,0.703,640.0,47.56,1574.0,Becker 1965 AE-177 Table 1.1
1047,8,0.00394,1.04,1294.0,853.0,0.68,614.0,47.41,1579.0,Becker 1965 AE-177 Table 1.1
1048,8,0.00394,1.04,1147.0,913.0,0.633,570.0,52.15,1582.0,Becker 1965 AE-177 Table 1.1
1049,8,0.00394,1.04,3472.0,701.0,0.816,820.0,53.66,1494.0,Becker 1965 AE-177 Table 1.1
1050,8,0.00394,1.04,2971.0,723.0,0.796,776.0,54.29,1510.0,Becker 1965 AE-177 Table 1.1
1051,8,0.00394,1.04,2560.0,732.0,0.795,742.0,53.41,1524.0,Becker 1965 AE-177 Table 1.1
1052,8,0.00394,1.04,2001.0,769.0,0.762,680.0,54.2,1543.0,Becker 1965 AE-177 Table 1.1
1053,8,0.00394,1.04,1736.0,808.0,0.719,648.0,54.2,1550.0,Becker 1965 AE-177 Table 1.1
1054,8,0.00394,1.04,1628.0,824.0,0.706,630.0,55.15,1554.0,Becker 1965 AE-177 Table 1.1
1055,8,0.00394,1.04,1412.0,857.0,0.677,597.0,55.79,1560.0,Becker 1965 AE-177 Table 1.1
1056,8,0.00394,1.04,1118.0,954.0,0.596,545.0,56.92,1568.0,Becker 1965 AE-177 Table 1.1
1057,8,0.00776,3.12,3717.0,626.0,0.878,599.0,110.84,826.0,Becker 1965 AE-177 Table 1.1
1058,8,0.00776,3.12,3442.0,645.0,0.863,548.0,117.9,828.0,Becker 1965 AE-177 Table 1.1
1059,8,0.00776,3.12,3275.0,659.0,0.844,531.0,118.75,830.0,Becker 1965 AE-177 Table 1.1
1060,8,0.00776,3.12,3197.0,668.0,0.848,496.0,125.49,832.0,Becker 1965 AE-177 Table 1.1
1061,8,0.00776,3.12,3099.0,677.0,0.843,474.0,128.73,833.0,Becker 1965 AE-177 Table 1.1
1062,8,0.00776,3.12,2491.0,749.0,0.757,413.0,130.03,841.0,Becker 1965 AE-177 Table 1.1
1063,8,0.00776,3.12,2403.0,765.0,0.765,360.0,140.39,843.0,Becker 1965 AE-177 Table 1.1
1064,8,0.00776,3.12,2854.0,710.0,0.828,399.0,141.31,836.0,Becker 1965 AE-177 Table 1.1
1065,8,0.00776,3.12,2687.0,679.0,0.817,503.0,113.24,840.0,Becker 1965 AE-177 Table 1.1
1066,8,0.00776,3.12,1863.0,854.0,0.639,384.0,120.77,850.0,Becker 1965 AE-177 Table 1.1
1067,8,0.00777,3.12,1607.0,965.0,0.558,342.0,122.97,855.0,Becker 1965 AE-177 Table 1.1
1068,8,0.00777,3.12,1510.0,1010.0,0.539,315.0,126.18,858.0,Becker 1965 AE-177 Table 1.1
1069,8,0.00777,3.12,1462.0,1040.0,0.522,306.0,126.69,858.0,Becker 1965 AE-177 Table 1.1
1070,8,0.00777,3.12,1400.0,1083.0,0.494,294.0,127.37,852.0,Becker 1965 AE-177 Table 1.1
1071,8,0.00777,3.12,1317.0,1146.0,0.468,275.0,128.87,855.0,Becker 1965 AE-177 Table 1.1
1072,8,0.00777,3.12,1255.0,1199.0,0.444,266.0,128.67,855.0,Becker 1965 AE-177 Table 1.1
1073,8,0.00777,3.12,1227.0,1231.0,0.431,259.0,129.25,855.0,Becker 1965 AE-177 Table 1.1
1074,8,0.00777,3.12,1131.0,1296.0,0.412,241.0,129.66,858.0,Becker 1965 AE-177 Table 1.1
1075,8,0.00777,3.12,1089.0,1337.0,0.4,234.0,129.56,861.0,Becker 1965 AE-177 Table 1.1
1076,8,0.00777,3.12,1048.0,1380.0,0.384,231.0,128.51,861.0,Becker 1965 AE-177 Table 1.1
1077,8,0.00777,3.12,1027.0,1408.0,0.375,228.0,128.3,861.0,Becker 1965 AE-177 Table 1.1
1078,8,0.00777,3.12,1014.0,1416.0,0.371,230.0,127.25,861.0,Becker 1965 AE-177 Table 1.1
1079,8,0.00776,3.12,3266.0,385.0,0.97,605.0,101.04,556.0,Becker 1965 AE-177 Table 1.1
1080,8,0.00776,3.12,2981.0,389.0,0.962,580.0,101.27,558.0,Becker 1965 AE-177 Table 1.1
1081,8,0.00776,3.12,2756.0,391.0,0.963,555.0,102.43,560.0,Becker 1965 AE-177 Table 1.1
1082,8,0.00776,3.12,2363.0,404.0,0.939,503.0,105.75,563.0,Becker 1965 AE-177 Table 1.1
1083,8,0.00776,3.12,2236.0,406.0,0.944,479.0,108.3,565.0,Becker 1965 AE-177 Table 1.1
1084,8,0.00776,3.12,2059.0,412.0,0.942,437.0,113.66,566.0,Becker 1965 AE-177 Table 1.1
1085,8,0.00776,3.12,1883.0,416.0,0.94,413.0,114.49,569.0,Becker 1965 AE-177 Table 1.1
1086,8,0.00776,3.12,1775.0,433.0,0.902,392.0,116.32,570.0,Becker 1965 AE-177 Table 1.1
1087,8,0.00776,3.12,1746.0,429.0,0.916,385.0,117.11,571.0,Becker 1965 AE-177 Table 1.1
1088,8,0.00776,3.12,1530.0,450.0,0.871,339.0,121.19,568.0,Becker 1965 AE-177 Table 1.1
1089,8,0.00776,3.12,1363.0,465.0,0.846,314.0,121.35,571.0,Becker 1965 AE-177 Table 1.1
1090,8,0.00776,3.12,1187.0,503.0,0.783,278.0,123.21,573.0,Becker 1965 AE-177 Table 1.1
1091,8,0.00776,3.12,1118.0,531.0,0.736,263.0,123.95,572.0,Becker 1965 AE-177 Table 1.1
1092,8,0.00776,3.12,1069.0,554.0,0.707,250.0,124.95,574.0,Becker 1965 AE-177 Table 1.1
1093,8,0.00776,3.12,1040.0,579.0,0.673,241.0,125.81,573.0,Becker 1965 AE-177 Table 1.1
1094,8,0.00776,3.12,1000.0,596.0,0.654,229.0,126.86,573.0,Becker 1965 AE-177 Table 1.1
1095,8,0.00776,3.12,902.0,654.0,0.586,226.0,122.99,575.0,Becker 1965 AE-177 Table 1.1
1096,8,0.00776,3.12,785.0,744.0,0.521,181.0,127.58,577.0,Becker 1965 AE-177 Table 1.1
