Number,Reference ID,Tube Diameter (m),Heated Length (m),Pressure (kPa),Mass Flux (kg/m^2/s),Outlet Quality,Inlet Subcooling (kJ/kg),Inlet Temperature (degreeC ),CHF (kW/m^2),Reference name
4703,14,0.0151,2.365,4982.0,3900.0,0.21,16.241,263.42,2172.0,Peterlongo et al 1966
4704,14,0.0151,2.366,4943.0,3820.0,0.239,-34.125,266.49,2093.0,Peterlongo et al 1966
4705,14,0.0151,2.366,6453.0,1110.0,0.445,83.0,264.83,1357.0,Peterlongo et al 1966
4706,14,0.0151,2.365,6482.0,1100.0,0.447,76.767,266.34,1331.0,Peterlongo et al 1966
4707,14,0.0151,2.366,6482.0,1090.0,0.437,153.527,250.81,1420.0,Peterlongo et al 1966
4708,14,0.0151,2.365,6482.0,1110.0,0.42,153.527,250.81,1409.0,Peterlongo et al 1966
4709,14,0.0151,2.365,6482.0,1100.0,0.413,230.309,234.68,1508.0,Peterlongo et al 1966
4710,14,0.0151,2.365,6482.0,1100.0,0.411,230.309,234.68,1502.0,Peterlongo et al 1966
4711,14,0.0151,2.365,6492.0,1120.0,0.383,306.948,218.23,1614.0,Peterlongo et al 1966
4712,14,0.0151,2.366,6502.0,1120.0,0.383,316.022,216.36,1616.0,Peterlongo et al 1966
4713,14,0.0151,2.235,6463.0,1120.0,0.487,-21.505,281.08,1358.0,Peterlongo et al 1966
4714,14,0.0151,2.366,6443.0,2250.0,0.244,82.907,265.13,1629.0,Peterlongo et al 1966
4715,14,0.0151,2.366,6443.0,2240.0,0.245,82.911,265.12,1626.0,Peterlongo et al 1966
4716,14,0.0151,2.365,6414.0,2140.0,0.234,144.547,252.25,1704.0,Peterlongo et al 1966
4717,14,0.0151,2.366,6463.0,2210.0,0.221,145.773,252.55,1700.0,Peterlongo et al 1966
4718,14,0.0151,2.366,6472.0,2230.0,0.195,231.672,234.58,1848.0,Peterlongo et al 1966
4719,14,0.0151,2.366,6482.0,2220.0,0.196,230.04,235.05,1846.0,Peterlongo et al 1966
4720,14,0.0151,2.365,6492.0,2190.0,0.17,303.599,219.22,1957.0,Peterlongo et al 1966
4721,14,0.0151,2.365,6482.0,2220.0,0.167,303.716,219.09,1969.0,Peterlongo et al 1966
4722,14,0.0151,2.235,6463.0,2220.0,0.282,32.203,275.35,1707.0,Peterlongo et al 1966
4723,14,0.0151,2.237,6463.0,2220.0,0.281,32.203,275.35,1704.0,Peterlongo et al 1966
4724,14,0.0151,2.235,6512.0,2270.0,0.182,232.798,234.81,1927.0,Peterlongo et al 1966
4725,14,0.0151,2.235,6512.0,2270.0,0.182,232.798,234.81,1927.0,Peterlongo et al 1966
4726,14,0.0151,2.365,6463.0,3990.0,0.123,73.494,267.68,1616.0,Peterlongo et al 1966
4727,14,0.0151,2.365,6453.0,3800.0,0.132,70.464,268.16,1616.0,Peterlongo et al 1966
4728,14,0.0151,2.366,6472.0,3770.0,0.111,136.308,254.97,1798.0,Peterlongo et al 1966
4729,14,0.0151,2.366,6463.0,3760.0,0.11,137.893,254.55,1798.0,Peterlongo et al 1966
4730,14,0.0151,2.366,6414.0,3810.0,0.085,215.076,237.77,2051.0,Peterlongo et al 1966
4731,14,0.0151,2.366,6463.0,3840.0,0.059,306.763,218.44,2389.0,Peterlongo et al 1966
4732,14,0.0151,2.356,6463.0,3840.0,0.059,306.75,218.45,2399.0,Peterlongo et al 1966
4733,14,0.0151,2.235,6492.0,3860.0,0.149,56.574,271.33,1786.0,Peterlongo et al 1966
4734,14,0.0151,2.235,6463.0,3910.0,0.075,229.831,235.33,2218.0,Peterlongo et al 1966
4735,14,0.0152,2.425,5011.0,1150.0,0.379,695.154,109.51,2348.0,Peterlongo et al 1966
4736,14,0.0152,2.425,5011.0,1310.0,0.337,567.453,139.7,2277.0,Peterlongo et al 1966
4737,14,0.0152,2.425,5011.0,1200.0,0.424,434.974,170.47,2112.0,Peterlongo et al 1966
4738,14,0.0152,2.424,4992.0,1260.0,0.188,1038.168,27.12,2633.0,Peterlongo et al 1966
4739,14,0.0152,2.425,4992.0,1010.0,0.349,869.433,67.61,2277.0,Peterlongo et al 1966
4740,14,0.0152,2.426,4972.0,1050.0,0.367,742.299,97.69,2193.0,Peterlongo et al 1966
4741,14,0.0152,2.425,4992.0,1050.0,0.429,487.765,157.97,1957.0,Peterlongo et al 1966
4742,14,0.0152,2.424,4992.0,1110.0,0.419,418.984,173.86,1921.0,Peterlongo et al 1966
4743,14,0.0152,2.425,4992.0,1100.0,0.379,556.534,141.94,2027.0,Peterlongo et al 1966
4744,14,0.0152,2.425,4992.0,1090.0,0.367,645.006,121.09,2111.0,Peterlongo et al 1966
4745,14,0.0152,2.366,4992.0,2160.0,0.247,325.349,195.45,2494.0,Peterlongo et al 1966
4746,14,0.0152,2.367,5011.0,2200.0,0.238,311.987,198.73,2444.0,Peterlongo et al 1966
4747,14,0.0152,2.366,5001.0,2280.0,0.185,421.806,173.56,2617.0,Peterlongo et al 1966
4748,14,0.0152,2.367,4992.0,2210.0,0.198,413.758,175.3,2590.0,Peterlongo et al 1966
4749,14,0.0152,2.367,4992.0,2360.0,0.129,507.148,153.64,2679.0,Peterlongo et al 1966
4750,14,0.0152,2.366,5001.0,2260.0,0.118,585.57,135.38,2770.0,Peterlongo et al 1966
4751,14,0.0152,2.424,4992.0,2410.0,0.049,703.792,107.24,2912.0,Peterlongo et al 1966
4752,14,0.0152,2.418,4992.0,2340.0,0.005,965.831,44.58,3527.0,Peterlongo et al 1966
4753,14,0.0152,2.438,4982.0,2340.0,0.008,949.872,48.26,3517.0,Peterlongo et al 1966
4754,14,0.0152,2.424,5011.0,3830.0,0.025,411.575,176.24,2665.0,Peterlongo et al 1966
4755,14,0.0152,2.425,4992.0,3840.0,0.005,488.8,158.14,2951.0,Peterlongo et al 1966
4756,14,0.0152,2.425,4992.0,3860.0,-0.014,573.857,138.28,3275.0,Peterlongo et al 1966
4757,14,0.0152,2.425,4992.0,3850.0,0.0,534.642,147.44,3140.0,Peterlongo et al 1966
4758,14,0.0152,2.425,4992.0,3920.0,-0.022,701.44,108.14,4015.0,Peterlongo et al 1966
4759,14,0.0152,2.424,4992.0,4020.0,-0.023,701.44,108.14,4115.0,Peterlongo et al 1966
4760,14,0.0152,2.367,6463.0,1080.0,0.519,16.911,277.67,1404.0,Peterlongo et al 1966
4761,14,0.0152,2.367,6463.0,1080.0,0.518,10.762,278.83,1391.0,Peterlongo et al 1966
4762,14,0.0152,2.368,6492.0,1110.0,0.479,87.528,264.16,1454.0,Peterlongo et al 1966
4763,14,0.0152,2.366,6512.0,1110.0,0.484,88.984,264.1,1469.0,Peterlongo et al 1966
4764,14,0.0152,2.367,6472.0,1080.0,0.478,161.373,248.92,1536.0,Peterlongo et al 1966
4765,14,0.0152,2.366,6472.0,1090.0,0.463,225.932,235.34,1624.0,Peterlongo et al 1966
4766,14,0.0152,2.366,6472.0,1090.0,0.463,225.932,235.34,1624.0,Peterlongo et al 1966
4767,14,0.0152,2.366,6531.0,1130.0,0.415,311.216,217.59,1707.0,Peterlongo et al 1966
4768,14,0.0152,2.366,6443.0,2150.0,0.304,24.586,276.32,1677.0,Peterlongo et al 1966
4769,14,0.0152,2.367,6463.0,2170.0,0.301,24.565,276.53,1681.0,Peterlongo et al 1966
4770,14,0.0152,2.366,6443.0,2200.0,0.27,89.138,263.63,1755.0,Peterlongo et al 1966
4771,14,0.0152,2.366,6463.0,2170.0,0.274,90.605,263.53,1758.0,Peterlongo et al 1966
4772,14,0.0152,2.366,6463.0,2230.0,0.241,153.587,250.7,1847.0,Peterlongo et al 1966
4773,14,0.0152,2.366,6463.0,2230.0,0.245,153.593,250.69,1856.0,Peterlongo et al 1966
4774,14,0.0152,2.367,6463.0,2200.0,0.223,225.811,235.51,1980.0,Peterlongo et al 1966
4775,14,0.0152,2.367,6463.0,2200.0,0.222,225.811,235.51,1973.0,Peterlongo et al 1966
4776,14,0.0152,2.366,6482.0,2200.0,0.184,308.576,217.8,2063.0,Peterlongo et al 1966
4777,14,0.0152,2.366,6453.0,3750.0,0.171,44.49,272.87,1793.0,Peterlongo et al 1966
4778,14,0.0152,2.366,6453.0,3750.0,0.166,49.084,272.02,1782.0,Peterlongo et al 1966
4779,14,0.0152,2.367,6453.0,3820.0,0.146,79.782,265.92,1817.0,Peterlongo et al 1966
4780,14,0.0152,2.367,6463.0,3720.0,0.15,84.377,265.03,1817.0,Peterlongo et al 1966
4781,14,0.0152,2.366,6453.0,3800.0,0.118,153.518,250.83,1971.0,Peterlongo et al 1966
4782,14,0.0152,2.367,6443.0,3810.0,0.117,153.583,250.71,1952.0,Peterlongo et al 1966
4783,14,0.0152,2.367,6472.0,3750.0,0.088,227.107,235.51,2133.0,Peterlongo et al 1966
4784,14,0.0152,2.367,6482.0,3750.0,0.09,228.535,235.33,2152.0,Peterlongo et al 1966
4785,14,0.0152,2.367,6492.0,3810.0,0.057,317.452,216.14,2417.0,Peterlongo et al 1966
